,BLDGID,Area,Cool_Elec,Heat_Elec,IN_light_Elec,OUT_light_Elec,HVAC_Intensity,Light_Intensity,Heat_rejection,HVAC_Elec_Intensity,HVAC_Ngas_Intensity,Total_Elec,Total_Elec_Intensity,Heat_NatG,Total_NatG,Total_NatG_Intensity,F_AREA_M2,AVGHT_M
659,13200,194906.56,1729.97,0,18551.36,2604.58,19.8,108.54,404.39,19.8,157.64,50423.41,258.71,30637.99,30725.37,157.64,10820.215,51.61
660,13200,194906.56,1729.97,0,18551.36,2604.58,19.8,108.54,404.39,19.8,157.64,50423.41,258.71,30637.99,30725.37,157.64,10820.215,51.61
661,13200,194906.56,1729.97,0,18551.36,2604.58,19.8,108.54,404.39,19.8,157.64,50423.41,258.71,30637.99,30725.37,157.64,10820.215,51.61
662,13200,194906.56,1729.97,0,18551.36,2604.58,19.8,108.54,404.39,19.8,157.64,50423.41,258.71,30637.99,30725.37,157.64,10820.215,51.61
663,13200,194906.56,1729.97,0,18551.36,2604.58,19.8,108.54,404.39,19.8,157.64,50423.41,258.71,30637.99,30725.37,157.64,10820.215,51.61
664,13200,194906.56,1729.97,0,18551.36,2604.58,19.8,108.54,404.39,19.8,157.64,50423.41,258.71,30637.99,30725.37,157.64,10820.215,51.61
665,13200,194906.56,1729.97,0,18551.36,2604.58,19.8,108.54,404.39,19.8,157.64,50423.41,258.71,30637.99,30725.37,157.64,10820.215,51.61
666,13200,194906.56,1729.97,0,18551.36,2604.58,19.8,108.54,404.39,19.8,157.64,50423.41,258.71,30637.99,30725.37,157.64,10820.215,51.61
667,13200,194906.56,1729.97,0,18551.36,2604.58,19.8,108.54,404.39,19.8,157.64,50423.41,258.71,30637.99,30725.37,157.64,10820.215,51.61
668,13200,194906.56,1729.97,0,18551.36,2604.58,19.8,108.54,404.39,19.8,157.64,50423.41,258.71,30637.99,30725.37,157.64,10820.215,51.61
669,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
670,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
671,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
672,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
673,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
674,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
675,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
676,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
677,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
678,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
679,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
680,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
681,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
682,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
683,13202,45381.44,770.96,3869.07,4228.24,106.87,109.63,95.53,0,109.63,67.02,14776.72,325.61,2630.75,3041.25,67.02,5038.688,24.74
684,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
685,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
686,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
687,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
688,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
689,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
690,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
691,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
692,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
693,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
694,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
695,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
696,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
697,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
698,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
699,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
700,13206,176447.4,1712.35,0,16794.4,2604.58,22.16,109.94,402.55,22.16,183.35,46310.76,262.46,32264.6,32351.99,183.35,5687.672,92.04
701,13227,27380.62,332.27,0,2606.11,2604.58,28.34,190.31,78.14,28.34,245.18,9555.86,349,6625.86,6713.24,245.18,1440.034,56.09
702,13227,27380.62,332.27,0,2606.11,2604.58,28.34,190.31,78.14,28.34,245.18,9555.86,349,6625.86,6713.24,245.18,1440.034,56.09
703,13227,27380.62,332.27,0,2606.11,2604.58,28.34,190.31,78.14,28.34,245.18,9555.86,349,6625.86,6713.24,245.18,1440.034,56.09
704,13227,27380.62,332.27,0,2606.11,2604.58,28.34,190.31,78.14,28.34,245.18,9555.86,349,6625.86,6713.24,245.18,1440.034,56.09
705,13227,27380.62,332.27,0,2606.11,2604.58,28.34,190.31,78.14,28.34,245.18,9555.86,349,6625.86,6713.24,245.18,1440.034,56.09
706,13227,27380.62,332.27,0,2606.11,2604.58,28.34,190.31,78.14,28.34,245.18,9555.86,349,6625.86,6713.24,245.18,1440.034,56.09
707,13227,27380.62,332.27,0,2606.11,2604.58,28.34,190.31,78.14,28.34,245.18,9555.86,349,6625.86,6713.24,245.18,1440.034,56.09
708,13227,27380.62,332.27,0,2606.11,2604.58,28.34,190.31,78.14,28.34,245.18,9555.86,349,6625.86,6713.24,245.18,1440.034,56.09
709,13231,75503.21,827.86,0,7186.46,2604.58,25.45,129.68,194.71,25.45,226.23,21554.83,285.48,16993.41,17080.8,226.23,1985.476,112.47
710,13231,75503.21,827.86,0,7186.46,2604.58,25.45,129.68,194.71,25.45,226.23,21554.83,285.48,16993.41,17080.8,226.23,1985.476,112.47
711,13231,75503.21,827.86,0,7186.46,2604.58,25.45,129.68,194.71,25.45,226.23,21554.83,285.48,16993.41,17080.8,226.23,1985.476,112.47
712,13231,75503.21,827.86,0,7186.46,2604.58,25.45,129.68,194.71,25.45,226.23,21554.83,285.48,16993.41,17080.8,226.23,1985.476,112.47
713,13231,75503.21,827.86,0,7186.46,2604.58,25.45,129.68,194.71,25.45,226.23,21554.83,285.48,16993.41,17080.8,226.23,1985.476,112.47
714,13231,75503.21,827.86,0,7186.46,2604.58,25.45,129.68,194.71,25.45,226.23,21554.83,285.48,16993.41,17080.8,226.23,1985.476,112.47
715,13231,75503.21,827.86,0,7186.46,2604.58,25.45,129.68,194.71,25.45,226.23,21554.83,285.48,16993.41,17080.8,226.23,1985.476,112.47
716,13231,75503.21,827.86,0,7186.46,2604.58,25.45,129.68,194.71,25.45,226.23,21554.83,285.48,16993.41,17080.8,226.23,1985.476,112.47
717,13231,75503.21,827.86,0,7186.46,2604.58,25.45,129.68,194.71,25.45,226.23,21554.83,285.48,16993.41,17080.8,226.23,1985.476,112.47
718,13231,75503.21,827.86,0,7186.46,2604.58,25.45,129.68,194.71,25.45,226.23,21554.83,285.48,16993.41,17080.8,226.23,1985.476,112.47
719,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
720,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
721,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
722,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
723,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
724,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
725,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
726,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
727,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
728,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
729,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
730,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
731,13244,141519.49,1260.32,0,13469.94,2604.58,19.97,113.59,296.54,19.97,165.91,37348.31,263.91,23392.45,23479.84,165.91,11784.647,33.96
732,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
733,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
734,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
735,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
736,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
737,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
738,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
739,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
740,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
741,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
742,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
743,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
744,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
745,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
746,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
747,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
748,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
749,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
750,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
751,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
752,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
753,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
754,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
755,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
756,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
757,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
758,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
759,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
760,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
761,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
762,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
763,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
764,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
765,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
766,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
767,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
768,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
769,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
770,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
771,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
772,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
773,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
774,13255,266788.33,2339.68,0,25393.12,2604.58,19.59,104.94,547.58,19.59,158.29,68003.03,254.9,42141.81,42229.2,158.29,12694.893,62.17
775,13263,80739.09,754.97,0,7684.81,2604.58,21.22,127.44,178.1,21.22,185.02,22527.45,279.02,14851.09,14938.48,185.02,4922.974,44.73
776,13263,80739.09,754.97,0,7684.81,2604.58,21.22,127.44,178.1,21.22,185.02,22527.45,279.02,14851.09,14938.48,185.02,4922.974,44.73
777,13263,80739.09,754.97,0,7684.81,2604.58,21.22,127.44,178.1,21.22,185.02,22527.45,279.02,14851.09,14938.48,185.02,4922.974,44.73
778,13263,80739.09,754.97,0,7684.81,2604.58,21.22,127.44,178.1,21.22,185.02,22527.45,279.02,14851.09,14938.48,185.02,4922.974,44.73
779,13263,80739.09,754.97,0,7684.81,2604.58,21.22,127.44,178.1,21.22,185.02,22527.45,279.02,14851.09,14938.48,185.02,4922.974,44.73
780,13263,80739.09,754.97,0,7684.81,2604.58,21.22,127.44,178.1,21.22,185.02,22527.45,279.02,14851.09,14938.48,185.02,4922.974,44.73
781,13263,80739.09,754.97,0,7684.81,2604.58,21.22,127.44,178.1,21.22,185.02,22527.45,279.02,14851.09,14938.48,185.02,4922.974,44.73
782,13263,80739.09,754.97,0,7684.81,2604.58,21.22,127.44,178.1,21.22,185.02,22527.45,279.02,14851.09,14938.48,185.02,4922.974,44.73
783,13263,80739.09,754.97,0,7684.81,2604.58,21.22,127.44,178.1,21.22,185.02,22527.45,279.02,14851.09,14938.48,185.02,4922.974,44.73
784,13263,80739.09,754.97,0,7684.81,2604.58,21.22,127.44,178.1,21.22,185.02,22527.45,279.02,14851.09,14938.48,185.02,4922.974,44.73
785,13263,80739.09,754.97,0,7684.81,2604.58,21.22,127.44,178.1,21.22,185.02,22527.45,279.02,14851.09,14938.48,185.02,4922.974,44.73
786,13263,80739.09,754.97,0,7684.81,2604.58,21.22,127.44,178.1,21.22,185.02,22527.45,279.02,14851.09,14938.48,185.02,4922.974,44.73
787,133,403.84,36.23,230.38,37.63,106.87,684.3,357.82,0,684.3,100.86,469.49,1162.58,0.46,40.73,100.86,100.885,8.22
788,13565,153.58,18.24,128.32,14.31,106.87,988.05,789.08,0,988.05,262.54,291.42,1897.59,0.05,40.32,262.54,76.731,4.33
789,13767,2684.71,57.21,471.27,250.14,106.87,205.4,132.98,0,205.4,51.54,1231.85,458.84,96.07,138.37,51.54,670.686,8.74
790,13767,2684.71,57.21,471.27,250.14,106.87,205.4,132.98,0,205.4,51.54,1231.85,458.84,96.07,138.37,51.54,670.686,8.74
791,13909,76722.15,833.17,0,7302.47,2604.58,25.53,129.13,197.37,25.53,240.11,21866.83,285.01,18334.34,18421.73,240.11,1703.685,134.7
792,13909,76722.15,833.17,0,7302.47,2604.58,25.53,129.13,197.37,25.53,240.11,21866.83,285.01,18334.34,18421.73,240.11,1703.685,134.7
793,13909,76722.15,833.17,0,7302.47,2604.58,25.53,129.13,197.37,25.53,240.11,21866.83,285.01,18334.34,18421.73,240.11,1703.685,134.7
794,13987,19972.67,345.2,1881.47,1860.88,106.87,119.07,98.52,0,119.07,66.07,6751.84,338.05,1129.31,1319.65,66.07,3326.335,16.15
795,13987,19972.67,345.2,1881.47,1860.88,106.87,119.07,98.52,0,119.07,66.07,6751.84,338.05,1129.31,1319.65,66.07,3326.335,16.15
796,13987,19972.67,345.2,1881.47,1860.88,106.87,119.07,98.52,0,119.07,66.07,6751.84,338.05,1129.31,1319.65,66.07,3326.335,16.15
797,13987,19972.67,345.2,1881.47,1860.88,106.87,119.07,98.52,0,119.07,66.07,6751.84,338.05,1129.31,1319.65,66.07,3326.335,16.15
798,13987,19972.67,345.2,1881.47,1860.88,106.87,119.07,98.52,0,119.07,66.07,6751.84,338.05,1129.31,1319.65,66.07,3326.335,16.15
799,13987,19972.67,345.2,1881.47,1860.88,106.87,119.07,98.52,0,119.07,66.07,6751.84,338.05,1129.31,1319.65,66.07,3326.335,16.15
800,13987,19972.67,345.2,1881.47,1860.88,106.87,119.07,98.52,0,119.07,66.07,6751.84,338.05,1129.31,1319.65,66.07,3326.335,16.15
801,14,5975.49,124.56,955.43,556.74,106.87,191.46,111.06,0,191.46,49.21,2527.46,422.97,226.34,294.05,49.21,853.015,17.77
802,14,5975.49,124.56,955.43,556.74,106.87,191.46,111.06,0,191.46,49.21,2527.46,422.97,226.34,294.05,49.21,853.015,17.77
803,14004,57234.8,596.94,0,5447.65,2604.58,24.13,140.69,141.2,24.13,211.28,16894.33,295.18,12005.35,12092.73,211.28,2199.728,75.17
804,14004,57234.8,596.94,0,5447.65,2604.58,24.13,140.69,141.2,24.13,211.28,16894.33,295.18,12005.35,12092.73,211.28,2199.728,75.17
805,14004,57234.8,596.94,0,5447.65,2604.58,24.13,140.69,141.2,24.13,211.28,16894.33,295.18,12005.35,12092.73,211.28,2199.728,75.17
806,14004,57234.8,596.94,0,5447.65,2604.58,24.13,140.69,141.2,24.13,211.28,16894.33,295.18,12005.35,12092.73,211.28,2199.728,75.17
807,14004,57234.8,596.94,0,5447.65,2604.58,24.13,140.69,141.2,24.13,211.28,16894.33,295.18,12005.35,12092.73,211.28,2199.728,75.17
808,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
809,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
810,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
811,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
812,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
813,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
814,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
815,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
816,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
817,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
818,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
819,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
820,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
821,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
822,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
823,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
824,14037,100286.42,924.55,0,9545.34,2604.58,20.92,121.15,219.27,20.92,180.71,27321.06,272.43,18035.55,18122.93,180.71,5567.383,51.18
825,14054,6329.02,136.05,1101.66,589.68,106.87,207.32,110.06,0,207.32,46.86,2771.06,437.83,225.88,296.58,46.86,790.548,22.4
826,14054,6329.02,136.05,1101.66,589.68,106.87,207.32,110.06,0,207.32,46.86,2771.06,437.83,225.88,296.58,46.86,790.548,22.4
827,14054,6329.02,136.05,1101.66,589.68,106.87,207.32,110.06,0,207.32,46.86,2771.06,437.83,225.88,296.58,46.86,790.548,22.4
828,14056,16107.7,305.2,1647.1,1500.77,106.87,129.39,99.81,0,129.39,63.61,5632.08,349.65,868.6,1024.66,63.61,2216.885,18.29
829,14056,16107.7,305.2,1647.1,1500.77,106.87,129.39,99.81,0,129.39,63.61,5632.08,349.65,868.6,1024.66,63.61,2216.885,18.29
830,14058,174058.1,1679.33,0,16566.99,2604.58,22.13,110.14,394.78,22.13,194.36,45713,262.63,33742.22,33829.61,194.36,3700.655,138.96
831,14058,174058.1,1679.33,0,16566.99,2604.58,22.13,110.14,394.78,22.13,194.36,45713,262.63,33742.22,33829.61,194.36,3700.655,138.96
832,14058,174058.1,1679.33,0,16566.99,2604.58,22.13,110.14,394.78,22.13,194.36,45713,262.63,33742.22,33829.61,194.36,3700.655,138.96
833,141,40090.55,417.59,0,3815.85,2604.58,23.81,160.15,98.43,23.81,198.39,12601.11,314.32,7866.31,7953.7,198.39,3338.429,32.22
834,141,40090.55,417.59,0,3815.85,2604.58,23.81,160.15,98.43,23.81,198.39,12601.11,314.32,7866.31,7953.7,198.39,3338.429,32.22
835,141,40090.55,417.59,0,3815.85,2604.58,23.81,160.15,98.43,23.81,198.39,12601.11,314.32,7866.31,7953.7,198.39,3338.429,32.22
