OBJECTID,ID,Bldg_ID,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,F_AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area
384,250601,41,41,210.52,3,177.03,33.49,Flat,931.866,33.28,5.03,57.37,178.24,34.01,27.4,6.28,18.29863575,26.57805207
385,250602,41,42,219.76,51,178.44,41.32,Pitched,931.866,33.28,5.03,57.37,178.24,34.01,27.4,6.28,19.36083558,29.7532161
386,250603,1700,999,198.91,19,177.61,21.3,Complex,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,22.41237398,30.69480481
387,251341,64,41,182.67,5,178.7,3.97,Flat,81.653,3.66,1.35,3.99,178.81,9.73,8.39,3.6,36.24372109,81.65327064
388,251344,11677,42,323.23,18,180.33,142.9,Pitched,7171.177,86.31,-0.03,177.07,180.95,121.66,65.15,-1.7,40.67610061,94.34659307
389,251348,86,41,182.31,6,178.6,3.71,Flat,117.832,3.28,0,3.89,178.72,11.83,9.96,4,43.58216828,117.8322701
390,251351,11682,41,236.14,1,181.02,55.12,Flat,3237.333,67.91,-0.01,92.77,181.24,73,57.23,0.51,61.42041801,128.6358775
391,251379,11677,999,222.57,26,177.03,45.54,Complex,7171.177,86.31,-0.03,177.07,180.95,121.66,65.15,-1.7,44.79190374,97.15714233
392,251380,620,41,210.18,3,177.92,32.26,Flat,48478.522,24.34,-0.64,43.78,178.29,236.06,230.05,0.87,44.67157189,108.2961456
393,251412,41,41,212.28,2,177.5,34.78,Flat,931.866,33.28,5.03,57.37,178.24,34.01,27.4,6.28,84.88655653,286.8128654
394,251447,620,41,210.17,3,178.09,32.08,Flat,48478.522,24.34,-0.64,43.78,178.29,236.06,230.05,0.87,52.31572923,164.0200875
395,251450,98,41,182.76,1,178.5,4.26,Flat,228.258,3.91,-0.02,4.48,178.65,15.36,14.86,3.3,60.44091506,228.2577649
396,251451,620,41,210.27,2,179.54,30.73,Flat,48478.522,24.34,-0.64,43.78,178.29,236.06,230.05,0.87,65.53741315,246.4372436
397,251474,11677,41,236.46,1,176.21,60.25,Flat,7171.177,86.31,-0.03,177.07,180.95,121.66,65.15,-1.7,101.7110879,559.4438605
398,251558,109,41,189.94,1,178.67,11.27,Flat,564.996,10.94,2.35,12.65,178.83,56.8,10.03,5.87,133.4663594,564.9956617
399,251875,99,41,182.8,2,178.8,4,Flat,302.502,3.66,0,4.53,178.94,24.06,12.57,4.9,73.26386852,302.5016707
400,251972,9170,41,258.63,3,183.14,75.49,Flat,2732.559,72.33,19.29,76.44,183.36,58.5,46.71,-0.21,81.29112948,413.0138063
401,253162,50,41,182.19,2,178.44,3.75,Flat,111.735,3.68,2.28,3.94,178.5,18.15,6.16,28.61,48.61241388,111.7350106
402,253169,1700,41,197.39,14,177.76,19.63,Flat,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,50.92130101,145.8267048
403,253170,1700,41,197.42,5,177.68,19.74,Flat,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,52.68944804,150.7224574
404,255589,11677,999,229.51,21,176.27,53.24,Complex,7171.177,86.31,-0.03,177.07,180.95,121.66,65.15,-1.7,82.88327794,411.6371486
405,255598,11682,41,231.71,1,180.92,50.79,Flat,3237.333,67.91,-0.01,92.77,181.24,73,57.23,0.51,101.0616764,638.1471927
406,255738,11677,42,212.96,30,178.01,34.95,Pitched,7171.177,86.31,-0.03,177.07,180.95,121.66,65.15,-1.7,100.4456582,598.0649224
407,255739,5845,41,191.89,1,181.28,10.61,Flat,669.696,10.05,2,13,181.67,25.89,25.87,0.53,103.5139557,669.6960641
408,256513,13175,41,199.31,1,178.5,20.81,Flat,3850.654,19.85,-0.04,31.46,180.43,111.21,42.09,-2.21,154.3460266,1509.695735
409,256700,620,41,185.94,2,178.08,7.86,Flat,48478.522,24.34,-0.64,43.78,178.29,236.06,230.05,0.87,94.81225388,410.387101
410,257290,13255,41,250.22,10,181.23,68.99,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,44.1890857,109.6376541
411,257292,14669,42,266.39,20,181.34,85.05,Pitched,2725.825,35.44,0,91.02,181.59,68.94,51.43,0,50.7696,116.4037817
412,257492,14713,41,205.35,12,180.78,24.57,Flat,5655.257,34.36,-0.01,58.87,180.77,98.95,57.15,0.76,28.0374,37.23504152
413,257497,14037,42,244.02,35,180.75,63.27,Pitched,5567.383,51.18,0.18,89.21,180.78,100.15,61.17,0.62,30.52310961,50.89463479
414,257511,15897,42,278.48,43,182.62,95.86,Pitched,2582.446,55.85,-0.09,96.78,183.11,59.4,44.38,0.69,32.1316633,63.6390891
415,257512,13255,41,258.83,4,181.17,77.66,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,33.34843324,66.69101246
416,257518,16953,41,211.66,2,184.55,27.11,Flat,3216.226,44.16,-5.1,153.98,185.18,99.35,45.62,-35.39,33.57221786,85.58912122
417,257646,15983,41,250.87,10,181.03,69.84,Flat,2294.889,68.83,4.63,91.83,181.09,48.9,46.93,0.51,24.00184425,35.24861678
418,257766,15886,41,270.44,12,183.64,86.8,Flat,3792.293,42.59,0.09,154,182.99,95.86,39.56,0.76,37.56104785,83.91326363
419,257767,13255,42,252.41,28,181.11,71.3,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,39.73519358,88.46078282
420,257771,14933,41,195.09,4,180.91,14.18,Flat,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,44.57162184,101.6283213
421,257775,13244,41,209.81,2,180.87,28.94,Flat,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,42.8286,111.5280126
422,257793,15886,42,270.7,49,184.14,86.56,Pitched,3792.293,42.59,0.09,154,182.99,95.86,39.56,0.76,17.01274664,16.73558845
423,257794,15886,42,273.98,52,183.83,90.15,Pitched,3792.293,42.59,0.09,154,182.99,95.86,39.56,0.76,25.12610313,38.58474163
424,257807,13255,41,252.38,7,181.15,71.23,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,42.13510559,74.57324348
425,257821,15966,42,195.04,41,181.72,13.32,Pitched,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,28.7154,40.49056742
426,257826,14705,41,234.22,4,180.97,53.25,Flat,7036.69,66.31,-2.34,141.18,181.01,120.17,94.5,0,29.211,52.65800354
427,257830,14713,41,205.35,11,180.77,24.58,Flat,5655.257,34.36,-0.01,58.87,180.77,98.95,57.15,0.76,30.2626,41.1962313
428,257840,12571,42,190.08,18,181.08,9,Pitched,4665.059,65.67,0,152.43,181.04,92.49,54.83,0,36.1394,61.22116002
429,257842,13987,41,196.76,2,181.35,15.41,Flat,3326.335,16.15,0,59.07,181.36,65.89,51.86,0.43,34.99489155,70.75976629
430,257845,13255,42,246.46,24,181.16,65.3,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,43.22369951,76.43032429
431,257847,15943,42,281.02,41,181.31,99.71,Pitched,4625.997,95.41,-0.76,163.16,182.62,105.82,47.05,0.76,36.42590371,82.66591012
432,257850,12593,41,260.4,10,180.95,79.45,Flat,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,39.2274,90.23850561
433,257851,14713,41,222.44,8,180.7,41.74,Flat,5655.257,34.36,-0.01,58.87,180.77,98.95,57.15,0.76,40.28917229,96.76051205
434,257880,14713,999,222.33,19,180.72,41.6,Complex,5655.257,34.36,-0.01,58.87,180.77,98.95,57.15,0.76,34.26960622,71.82638539
435,257960,16941,41,264.15,4,185.7,78.44,Flat,3324.389,20.63,-5.2,78.76,185.51,94.64,40.78,0.76,27.3742,46.5771783
436,257962,14004,41,264.94,7,180.9,84.04,Flat,2199.728,75.17,0.33,85.11,180.91,50.76,43.33,0,28.0806,49.1690381
437,257965,13255,999,255.61,26,181.14,74.47,Complex,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,31.70778973,62.54537742
438,257969,16395,41,255.05,6,184.64,70.41,Flat,500.639,58.1,-5.24,72.06,184.75,32.26,15.52,0.76,34.10970372,72.44964234
439,257974,15879,41,247.32,6,181.89,65.43,Flat,1493.594,69.38,4.85,80.79,182.29,41.61,35.9,0,37.2248,86.2447582
440,257978,14933,41,195.08,4,180.91,14.17,Flat,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,44.52891642,101.2892619
441,258104,12571,42,265.49,25,181.07,84.42,Pitched,4665.059,65.67,0,152.43,181.04,92.49,54.83,0,53.4768,92.92450264
442,258123,15879,42,262.03,21,182.15,79.88,Pitched,1493.594,69.38,4.85,80.79,182.29,41.61,35.9,0,43.9966,106.9791109
443,258435,13255,41,262.58,4,181.29,81.29,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,34.97697384,76.45715101
444,258441,15879,41,247.33,3,182.55,64.78,Flat,1493.594,69.38,4.85,80.79,182.29,41.61,35.9,0,37.5362,87.49886899
445,258444,14004,999,265.58,17,180.9,84.68,Complex,2199.728,75.17,0.33,85.11,180.91,50.76,43.33,0,46.8172,96.61986404
446,258727,15886,42,211.34,32,182.64,28.7,Pitched,3792.293,42.59,0.09,154,182.99,95.86,39.56,0.76,27.1684892,35.20417423
447,258731,14705,41,234.24,3,181,53.25,Flat,7036.69,66.31,-2.34,141.18,181.01,120.17,94.5,0,29.4654,51.2193087
448,258732,14933,42,193.3,47,180.94,12.36,Pitched,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,38.46783992,53.1335639
449,258734,13767,41,192.17,14,180.93,11.24,Flat,670.686,8.74,0.41,11.24,181.07,30.11,24.16,0.51,30.321738,57.2311666
450,259003,13987,999,193.97,15,181.25,12.72,Complex,3326.335,16.15,0,59.07,181.36,65.89,51.86,0.43,161.5699443,1507.626601
451,259004,14705,41,225.91,4,180.95,44.96,Flat,7036.69,66.31,-2.34,141.18,181.01,120.17,94.5,0,184.8,1943.772969
452,259359,13175,41,199.28,1,177,22.28,Flat,3850.654,19.85,-0.04,31.46,180.43,111.21,42.09,-2.21,136.6284081,1144.991908
453,259387,14037,41,235.55,13,180.63,54.92,Flat,5567.383,51.18,0.18,89.21,180.78,100.15,61.17,0.62,172.093818,1677.434369
454,259423,14669,41,192.03,14,181.5,10.53,Flat,2725.825,35.44,0,91.02,181.59,68.94,51.43,0,162.845,1542.52285
455,259436,12571,41,262.09,12,181,81.09,Flat,4665.059,65.67,0,152.43,181.04,92.49,54.83,0,59.1832,172.9317632
456,259496,16526,42,276.25,48,185.67,90.58,Pitched,856.256,77.78,-0.71,95.1,185.73,42,20.39,0.76,45.62447053,129.51513
457,259498,15966,42,192.37,26,181.66,10.71,Pitched,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,59.6184,138.7043571
458,259501,13255,41,246.52,4,181.23,65.29,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,56.35175399,145.2462904
459,259503,13263,41,265.58,2,181.02,84.56,Flat,4922.974,44.73,0,85.54,181.02,92.49,61.15,0,57.0802,152.8209533
460,259512,15983,42,241.99,54,180.42,61.57,Pitched,2294.889,68.83,4.63,91.83,181.09,48.9,46.93,0.51,44.15023761,111.2638327
461,259516,15886,41,214.68,7,182.09,32.59,Flat,3792.293,42.59,0.09,154,182.99,95.86,39.56,0.76,53.92234059,129.2154406
462,259522,15886,42,206.7,38,181.51,25.18,Pitched,3792.293,42.59,0.09,154,182.99,95.86,39.56,0.76,50.45593669,152.7823394
463,259564,15419,41,273.96,10,181.68,92.28,Flat,2618.492,54.6,0,94.63,181.68,59.34,44.13,0.76,50.23081537,122.4963624
464,259565,13263,41,251.55,13,180.99,70.56,Flat,4922.974,44.73,0,85.54,181.02,92.49,61.15,0,49.03154312,139.4133928
465,259566,13200,42,254.74,36,181.01,73.73,Pitched,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,49.137,140.7021203
466,259567,15886,41,196.78,6,183.01,13.77,Flat,3792.293,42.59,0.09,154,182.99,95.86,39.56,0.76,50.77426572,146.3391804
467,259569,13227,41,268.95,8,181.11,87.84,Flat,1440.034,56.09,-0.15,89.23,181.14,56.73,25.65,0.51,52.79747778,164.6230016
468,259572,14933,41,192.81,3,180.88,11.93,Flat,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,72.06489283,181.2196949
469,259578,14933,41,192.84,3,180.74,12.1,Flat,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,75.19814056,201.9055713
470,259581,13255,41,250.86,16,181.13,69.73,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,69.8551431,222.9189343
471,259645,13255,42,254.98,26,181.2,73.78,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,58.8302,154.1663965
472,259654,15966,42,192.37,23,180.75,11.62,Pitched,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,59.7218,216.8802596
473,259666,13263,999,204.92,16,181,23.92,Complex,4922.974,44.73,0,85.54,181.02,92.49,61.15,0,60.8178,212.2506248
474,259668,13255,42,250.89,26,181.05,69.84,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,60.7128,221.725333
475,259669,14669,42,270.38,43,181.31,89.07,Pitched,2725.825,35.44,0,91.02,181.59,68.94,51.43,0,63.3886,233.3191208
476,259863,13263,41,248.54,15,180.98,67.56,Flat,4922.974,44.73,0,85.54,181.02,92.49,61.15,0,69.69702981,155.3928251
477,259867,15943,42,340.63,42,182.35,158.28,Pitched,4625.997,95.41,-0.76,163.16,182.62,105.82,47.05,0.76,46.21273793,169.5153865
478,259874,15983,999,251.26,22,179.42,71.84,Complex,2294.889,68.83,4.63,91.83,181.09,48.9,46.93,0.51,82.76215757,214.9325935
479,259898,15886,41,214.6,6,181.75,32.85,Flat,3792.293,42.59,0.09,154,182.99,95.86,39.56,0.76,52.23849292,138.0013504
480,260011,14037,41,250.76,2,180.75,70.01,Flat,5567.383,51.18,0.18,89.21,180.78,100.15,61.17,0.62,56.0746,196.0769248
481,260531,15966,42,385.02,25,182.01,203.01,Pitched,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,199.5286209,1952.875681
482,260599,15719,41,285.84,1,183.57,102.27,Flat,6121.456,110.09,-1.06,171.74,185.48,94.34,82.17,0.76,250.7559495,3380.836036
483,260986,15719,41,352.08,4,184,168.08,Flat,6121.456,110.09,-1.06,171.74,185.48,94.34,82.17,0.76,199.3059939,2195.915321
484,260987,14713,41,214.32,4,180.61,33.71,Flat,5655.257,34.36,-0.01,58.87,180.77,98.95,57.15,0.76,211.5420271,2612.693328
485,261071,12571,41,185.21,7,180.88,4.33,Flat,4665.059,65.67,0,152.43,181.04,92.49,54.83,0,92.7918,413.0753303
486,261122,16526,41,270.21,13,184.66,85.55,Flat,856.256,77.78,-0.71,95.1,185.73,42,20.39,0.76,124.7139262,437.9298416
487,261659,14713,42,208.79,20,180.78,28.01,Pitched,5655.257,34.36,-0.01,58.87,180.77,98.95,57.15,0.76,20.0266,22.9746159
488,262078,13255,41,258.84,5,181.12,77.72,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,31.99831325,63.06409024
489,262080,13255,999,231.58,19,181.07,50.51,Complex,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,36.09287464,67.04076286
490,262083,13255,41,258.77,6,181.11,77.67,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,34.15170318,72.62492302
491,262084,13255,41,246.52,9,181.26,65.26,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,36.2957926,74.61261403
492,263076,13255,41,263.38,5,181.12,82.26,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,72.13474315,242.3558618
493,263080,14933,41,192.79,3,180.8,11.99,Flat,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,102.9498339,274.532364
494,263083,13200,41,247.58,4,181.02,66.56,Flat,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,82.0620004,310.2222396
495,263105,13255,42,229.83,19,181.14,48.7,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,64.9488,251.1871758
496,263108,14697,41,227.26,2,180.9,46.36,Flat,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,68.0232,273.8276975
497,263126,12593,42,198.44,30,181.02,17.42,Pitched,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,63.2056,248.0196259
498,263132,13200,41,247.59,4,180.97,66.62,Flat,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,84.27397583,302.640541
499,263133,13255,41,251.13,7,181.14,69.99,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,105.288959,313.1813742
500,263145,14597,41,305.11,3,183.3,121.81,Flat,1836.92,106.41,0,122.89,183.42,84.67,21.7,0.76,81.7748,245.4087636
501,263189,14697,41,197.87,2,180.84,17.03,Flat,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,74.7162,285.6463606
502,263200,14037,41,265.05,11,180.7,84.35,Flat,5567.383,51.18,0.18,89.21,180.78,100.15,61.17,0.62,127.0309563,386.9016748
503,263203,16953,42,202.31,32,184.29,18.02,Pitched,3216.226,44.16,-5.1,153.98,185.18,99.35,45.62,-35.39,102.8971309,426.4490801
504,263235,13255,41,256.85,2,181.2,75.65,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,45.81842888,124.8394139
505,263240,13255,41,259.08,2,181.14,77.94,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,49.66356445,137.8544859
506,263243,15966,999,191.65,15,180.92,10.73,Complex,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,71.6644,153.0785491
507,263248,12571,999,269.28,17,181.11,88.17,Complex,4665.059,65.67,0,152.43,181.04,92.49,54.83,0,56.622,178.911638
508,263254,15419,999,270.49,17,181.57,88.92,Complex,2618.492,54.6,0,94.63,181.68,59.34,44.13,0.76,96.05214533,202.1708284
509,263255,12593,41,271.76,5,180.92,90.84,Flat,5374.906,56.73,0,99.04,181.04,99.17,56.5,0.02,85.3372,338.3940214
510,263256,15886,41,266.23,8,183.57,82.66,Flat,3792.293,42.59,0.09,154,182.99,95.86,39.56,0.76,115.1417707,356.7686633
511,263359,16526,42,266.82,29,184.85,81.97,Pitched,856.256,77.78,-0.71,95.1,185.73,42,20.39,0.76,128.4924993,288.8107483
512,263360,14933,41,192.84,3,180.89,11.95,Flat,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,102.9499351,291.9644876
513,263361,14713,42,233.99,34,180.76,53.23,Pitched,5655.257,34.36,-0.01,58.87,180.77,98.95,57.15,0.76,95.75212131,302.8685172
514,263362,15897,41,238.27,10,182.51,55.76,Flat,2582.446,55.85,-0.09,96.78,183.11,59.4,44.38,0.69,95.63763338,311.72167
515,263379,14713,42,229.86,26,180.8,49.06,Pitched,5655.257,34.36,-0.01,58.87,180.77,98.95,57.15,0.76,85.26549607,348.8881238
516,263381,15943,41,195.96,2,181.43,14.53,Flat,4625.997,95.41,-0.76,163.16,182.62,105.82,47.05,0.76,75.1255034,352.7306702
517,263411,14697,41,207.74,2,180.93,26.81,Flat,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,82.777,377.5497507
518,263414,12571,41,208.96,5,180.87,28.1,Flat,4665.059,65.67,0,152.43,181.04,92.49,54.83,0,91.1292,429.5548368
519,263455,13263,41,198.51,5,181,17.51,Flat,4922.974,44.73,0,85.54,181.02,92.49,61.15,0,94.5556298,278.7102644
520,263457,12571,41,199.46,6,181.02,18.44,Flat,4665.059,65.67,0,152.43,181.04,92.49,54.83,0,78.7488,315.1231876
521,263461,14004,41,253.42,14,180.9,72.52,Flat,2199.728,75.17,0.33,85.11,180.91,50.76,43.33,0,74.9078,345.2190776
522,263462,13255,41,252.8,2,181.2,71.6,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,86.14427396,366.11238
523,263464,14037,41,243.37,12,180.85,62.52,Flat,5567.383,51.18,0.18,89.21,180.78,100.15,61.17,0.62,91.52397353,426.0100475
524,264202,13255,41,252.35,7,181.2,71.15,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,118.3225045,451.6482585
525,264221,15943,41,342.06,2,181.23,160.83,Flat,4625.997,95.41,-0.76,163.16,182.62,105.82,47.05,0.76,161.3533478,1605.445106
526,264243,14697,41,235.06,2,180.78,54.28,Flat,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,98.3677,591.325403
527,264245,12571,41,205.44,2,180.83,24.61,Flat,4665.059,65.67,0,152.43,181.04,92.49,54.83,0,111.528,651.1335076
528,264252,14697,41,211.43,2,180.91,30.52,Flat,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,120.5818,905.1841781
529,264262,13255,41,249.28,4,181.03,68.25,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,117.5839382,572.3992643
530,264263,14697,999,194.89,20,180.83,14.06,Complex,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,96.2702,572.6669685
531,264265,13987,41,196.63,14,181.22,15.41,Flat,3326.335,16.15,0,59.07,181.36,65.89,51.86,0.43,125.0626279,608.9544919
532,264268,13255,42,248.47,23,181.08,67.39,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,123.0887236,751.5042884
533,264272,13263,41,258.36,4,180.95,77.41,Flat,4922.974,44.73,0,85.54,181.02,92.49,61.15,0,179.07,930.531629
534,264300,13200,42,190.34,29,181.02,9.32,Pitched,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,95.86860033,483.415669
535,264305,13263,41,209.22,2,180.89,28.33,Flat,4922.974,44.73,0,85.54,181.02,92.49,61.15,0,107.7709729,628.1060333
536,264323,15886,999,201.83,21,182.07,19.76,Complex,3792.293,42.59,0.09,154,182.99,95.86,39.56,0.76,96.1586532,548.4932095
537,264327,15966,41,199.47,2,181.2,18.27,Flat,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,96.611,578.7136777
538,264373,13987,41,192.57,8,181.25,11.32,Flat,3326.335,16.15,0,59.07,181.36,65.89,51.86,0.43,127.5782724,580.515198
539,264375,15897,41,234.68,5,182.06,52.62,Flat,2582.446,55.85,-0.09,96.78,183.11,59.4,44.38,0.69,170.4667518,697.5865593
540,264381,14713,41,227.84,11,180.74,47.1,Flat,5655.257,34.36,-0.01,58.87,180.77,98.95,57.15,0.76,237.9575244,962.9236675
541,264417,17163,41,198.96,3,186.01,12.95,Flat,1671.932,68.68,-7.42,121.79,186.89,86.02,19.78,0.76,88.64969394,485.4997352
542,264472,13200,41,187.5,2,181.03,6.47,Flat,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,102.7283574,566.3452006
543,264473,13200,41,187.59,1,181,6.59,Flat,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,103.1503631,588.9993294
544,264474,15966,42,380.21,35,181.87,198.34,Pitched,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,130.5704209,597.4846963
545,264996,15983,41,254.32,11,179.96,74.36,Flat,2294.889,68.83,4.63,91.83,181.09,48.9,46.93,0.51,84.32231772,242.4634418
546,265027,15943,41,188.62,10,182.2,6.42,Flat,4625.997,95.41,-0.76,163.16,182.62,105.82,47.05,0.76,66.46874502,270.9085109
547,265031,13255,41,251.26,2,181.3,69.95,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,73.18353262,303.2320011
548,265036,15419,42,264.37,22,181.32,83.05,Pitched,2618.492,54.6,0,94.63,181.68,59.34,44.13,0.76,140.0744165,354.9348
549,269459,13767,41,189.62,1,180.91,8.71,Flat,670.686,8.74,0.41,11.24,181.07,30.11,24.16,0.51,124.8282552,613.4546189
550,275336,13175,41,209.13,6,178.06,31.07,Flat,3850.654,19.85,-0.04,31.46,180.43,111.21,42.09,-2.21,60.3022,200.5241754
551,280401,12604,41,281.78,3,181.62,100.16,Flat,2552.451,87.59,-0.98,101.32,181.95,56.99,44.79,0.51,65.0586,258.1037391
552,319218,9182,42,239.86,23,181.03,58.83,Pitched,5144.733,120.41,-0.01,210.62,181.71,98.5,54.7,0.42,84.68928858,448.0919479
553,319219,8403,41,309.98,2,182.5,127.48,Flat,1808.612,117.64,0,140,182.83,59.32,34.04,0.42,86.752274,379.7599437
554,319220,8330,42,232.54,28,181.21,51.33,Pitched,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,21.2235748,27.33389118
555,319221,8330,41,190.59,5,181.32,9.27,Flat,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,59.65561236,216.7419214
556,319222,9193,41,335.82,8,181,154.82,Flat,9806.588,135.97,0,288.44,181.05,119.83,97.46,0.42,28.26516386,49.78492708
557,319223,9193,42,245.46,28,180.81,64.65,Pitched,9806.588,135.97,0,288.44,181.05,119.83,97.46,0.42,93.00151388,509.0765574
558,319224,6213,41,191.4,1,178.2,13.2,Flat,1759.598,53.63,3.06,67.6,178.3,59.87,41.89,16.42,53.87686516,106.7202767
559,319225,4958,41,369.25,10,182.01,187.24,Flat,4229.175,129.83,0,293.38,182.11,103.48,90.9,0,51.94667593,122.0067821
560,319226,4958,41,194.67,6,182.56,12.11,Flat,4229.175,129.83,0,293.38,182.11,103.48,90.9,0,98.85716976,290.5089989
561,320850,9182,42,243.81,42,180.91,62.9,Pitched,5144.733,120.41,-0.01,210.62,181.71,98.5,54.7,0.42,39.71247353,90.43632653
562,320851,8403,41,304.48,2,182,122.48,Flat,1808.612,117.64,0,140,182.83,59.32,34.04,0.42,207.8890513,1010.169164
563,320852,8403,999,320.61,27,182.1,138.51,Complex,1808.612,117.64,0,140,182.83,59.32,34.04,0.42,89.24677053,418.6825157
564,320853,9208,41,226.82,3,181.01,45.81,Flat,1044.975,41.32,5.3,47.25,181.09,37.73,27.69,0.42,26.50151595,43.8087938
565,320854,9208,42,227.46,45,180.99,46.47,Pitched,1044.975,41.32,5.3,47.25,181.09,37.73,27.69,0.42,31.42664899,55.72382766
566,320855,7043,42,199.79,27,182.51,17.28,Pitched,6144.805,166.18,-10,489.12,181.57,98.87,70.41,0.7,113.0433481,578.7563316
567,320856,6213,41,238.52,13,177.99,60.53,Flat,1759.598,53.63,3.06,67.6,178.3,59.87,41.89,16.42,26.30366411,42.2429402
568,320857,6213,42,236.29,19,177.98,58.31,Pitched,1759.598,53.63,3.06,67.6,178.3,59.87,41.89,16.42,26.808,42.10615175
569,320858,4958,41,441.69,2,180.93,260.76,Flat,4229.175,129.83,0,293.38,182.11,103.48,90.9,0,54.00664344,186.0403875
570,322919,8495,41,187.43,11,183.54,3.89,Flat,69.929,3.41,0.17,4.09,183.61,8.51,8.22,-0.21,33.45471774,69.929222
571,322920,9182,41,243.23,10,181.02,62.21,Flat,5144.733,120.41,-0.01,210.62,181.71,98.5,54.7,0.42,56.8649378,159.3633756
572,322921,9182,999,387.13,23,181.77,205.35,Complex,5144.733,120.41,-0.01,210.62,181.71,98.5,54.7,0.42,80.9792896,408.1152869
573,322922,8330,42,232.26,33,180.85,51.41,Pitched,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,33.10256028,57.60209126
574,322923,9193,41,446.2,1,181,265.2,Flat,9806.588,135.97,0,288.44,181.05,119.83,97.46,0.42,59.44360633,199.2599225
575,322924,6213,999,232.57,21,178.1,54.47,Complex,1759.598,53.63,3.06,67.6,178.3,59.87,41.89,16.42,64.78600129,138.658228
