BLDGID,LAT,LON,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area
998,41.874638,-87.63104200000001,41,236.7,9,180.81,55.89,Flat,927.102,51.04,0.03,61.09,180.91,31.11,29.8,0.43,149.413894045,567.128807153
998,41.874638,-87.63104200000001,42,224.65,30,180.85,43.8,Pitched,927.102,51.04,0.03,61.09,180.91,31.11,29.8,0.43,66.6558693348,105.071080744
1449,41.875481,-87.633301,42,216.25,48,180.87,35.38,Pitched,410.306,30.61,4.54,44.41,181.09,28.25,14.53,0.0,23.966599999,35.858559157100004
1449,41.875481,-87.633301,41,211.31,10,180.87,30.44,Flat,410.306,30.61,4.54,44.41,181.09,28.25,14.53,0.0,85.5446000006,374.447194655
1498,41.874657,-87.628754,42,192.57,33,181.0,11.57,Pitched,1796.8139999999999,27.24,-0.02,44.4,181.09,61.45,29.24,-0.44,91.4320049528,481.745720761
1498,41.874657,-87.628754,41,221.66,4,181.0,40.66,Flat,1796.8139999999999,27.24,-0.02,44.4,181.09,61.45,29.24,-0.44,102.587334915,561.591183985
1498,41.874657,-87.628754,41,206.85,6,180.92,25.93,Flat,1796.8139999999999,27.24,-0.02,44.4,181.09,61.45,29.24,-0.44,104.323586625,670.2271366919999
1498,41.874657,-87.628754,41,224.73,20,181.02,43.71,Flat,1796.8139999999999,27.24,-0.02,44.4,181.09,61.45,29.24,-0.44,44.591618432299995,83.2496443702
1534,41.874649,-87.62988299999999,41,226.77,8,180.8,45.97,Flat,2553.231,42.51,0.0,62.3,180.92,83.89,30.43,0.43,293.714439416,1830.96056582
1534,41.874649,-87.62988299999999,41,231.06,3,180.93,50.13,Flat,2553.231,42.51,0.0,62.3,180.92,83.89,30.43,0.43,60.9262102262,221.26524523900002
1534,41.874649,-87.62988299999999,42,213.52,25,180.79,32.73,Pitched,2553.231,42.51,0.0,62.3,180.92,83.89,30.43,0.43,98.6837670654,328.236232372
1534,41.874649,-87.62988299999999,42,196.95,33,180.95,16.0,Pitched,2553.231,42.51,0.0,62.3,180.92,83.89,30.43,0.43,55.574558490600005,172.76917594900002
1574,41.874638,-87.63104200000001,41,235.48,2,180.73,54.75,Flat,1673.62,49.22,3.97,56.11,180.89,56.16,29.8,0.43,70.915490282,311.90772929900004
1574,41.874638,-87.63104200000001,41,233.26,4,180.58,52.68,Flat,1673.62,49.22,3.97,56.11,180.89,56.16,29.8,0.43,31.5959866283,62.155478006
1574,41.874638,-87.63104200000001,41,229.76,2,180.5,49.26,Flat,1673.62,49.22,3.97,56.11,180.89,56.16,29.8,0.43,259.60998383099997,1299.55703411
1580,41.874649,-87.62988299999999,41,237.11,14,180.7,56.42,Flat,1989.374,36.29,-0.01,57.62,180.85,90.35,22.02,0.43,48.892272176800006,128.942350777
1580,41.874649,-87.62988299999999,42,222.41,31,180.8,41.61,Pitched,1989.374,36.29,-0.01,57.62,180.85,90.35,22.02,0.43,57.4667125225,203.481876637
1580,41.874649,-87.62988299999999,41,219.06,3,180.81,38.25,Flat,1989.374,36.29,-0.01,57.62,180.85,90.35,22.02,0.43,50.8713275155,150.470398203
1580,41.874649,-87.62988299999999,42,232.85,34,180.64,52.21,Pitched,1989.374,36.29,-0.01,57.62,180.85,90.35,22.02,0.43,103.97081761700001,530.883338619
1580,41.874649,-87.62988299999999,41,208.83,4,180.5,28.33,Flat,1989.374,36.29,-0.01,57.62,180.85,90.35,22.02,0.43,132.653421934,877.5854881930001
1580,41.874649,-87.62988299999999,41,227.33,4,180.78,46.55,Flat,1989.374,36.29,-0.01,57.62,180.85,90.35,22.02,0.43,40.801944462899996,98.0107636783
1586,41.874657,-87.628754,41,208.4,4,180.74,27.66,Flat,1827.49,26.71,-0.01,56.9,180.99,90.01,20.3,0.22,116.44542225100001,769.884522534
1586,41.874657,-87.628754,42,185.59,26,180.98,4.61,Pitched,1827.49,26.71,-0.01,56.9,180.99,90.01,20.3,0.22,18.7307323013,19.5260720217
1586,41.874657,-87.628754,41,236.41,14,181.01,55.4,Flat,1827.49,26.71,-0.01,56.9,180.99,90.01,20.3,0.22,36.970360930300004,58.7768258529
1586,41.874657,-87.628754,42,192.86,25,180.76,12.11,Pitched,1827.49,26.71,-0.01,56.9,180.99,90.01,20.3,0.22,69.9041943659,297.420373827
1586,41.874657,-87.628754,41,189.17,10,180.9,8.27,Flat,1827.49,26.71,-0.01,56.9,180.99,90.01,20.3,0.22,90.91134291440001,236.10867472299998
1586,41.874657,-87.628754,41,232.03,11,180.93,51.1,Flat,1827.49,26.71,-0.01,56.9,180.99,90.01,20.3,0.22,115.6957174,400.81231595400004
1586,41.874657,-87.628754,999,192.28,37,181.0,11.28,Complex,1827.49,26.71,-0.01,56.9,180.99,90.01,20.3,0.22,26.892989660300003,44.9610695714
1609,41.874664,-87.627625,42,243.01,22,180.6,62.41,Pitched,2445.877,52.82,-0.01,68.31,180.96,77.0,31.76,0.48,168.028933265,948.9767596160001
1609,41.874664,-87.627625,999,238.49,19,180.65,57.84,Complex,2445.877,52.82,-0.01,68.31,180.96,77.0,31.76,0.48,385.562286822,1496.90020806
1623,41.874638,-87.63104200000001,42,205.03,18,180.85,24.18,Pitched,5806.86,38.41,-2.89,60.75,180.88,92.0,65.92,1.13,118.61356962200001,615.922194076
1623,41.874638,-87.63104200000001,999,226.49,19,180.85,45.64,Complex,5806.86,38.41,-2.89,60.75,180.88,92.0,65.92,1.13,55.9170285238,174.659252747
1623,41.874638,-87.63104200000001,999,226.92,15,180.87,46.05,Complex,5806.86,38.41,-2.89,60.75,180.88,92.0,65.92,1.13,56.018248281300004,166.972622066
1623,41.874638,-87.63104200000001,41,229.86,3,180.87,48.99,Flat,5806.86,38.41,-2.89,60.75,180.88,92.0,65.92,1.13,48.913072811300005,143.819329958
1623,41.874638,-87.63104200000001,41,227.4,13,180.85,46.55,Flat,5806.86,38.41,-2.89,60.75,180.88,92.0,65.92,1.13,103.432832658,411.22752058699996
1623,41.874638,-87.63104200000001,42,224.31,43,180.76,43.55,Pitched,5806.86,38.41,-2.89,60.75,180.88,92.0,65.92,1.13,45.8513789501,90.62780619969999
1623,41.874638,-87.63104200000001,41,220.65,10,180.0,40.65,Flat,5806.86,38.41,-2.89,60.75,180.88,92.0,65.92,1.13,517.301101714,4203.63093507
1697,41.875465000000005,-87.63559000000001,41,193.39,3,177.05,16.34,Flat,40.285,13.73,2.41,16.41,178.23,7.02,5.74,0.41,25.5158533821,40.2850013713
1700,41.874598999999996,-87.637878,41,207.15,3,180.5,26.65,Flat,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,304.770598217,1946.85825766
1700,41.874598999999996,-87.637878,41,197.42,5,177.68,19.74,Flat,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,52.6894480447,150.722457378
1700,41.874598999999996,-87.637878,999,198.91,19,177.61,21.3,Complex,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,22.412373980399998,30.6948048121
1700,41.874598999999996,-87.637878,999,198.94,30,177.61,21.33,Complex,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,21.9276613437,29.526794693200003
1700,41.874598999999996,-87.637878,42,198.95,30,177.73,21.22,Pitched,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,23.8796108341,35.1548100272
1700,41.874598999999996,-87.637878,41,211.45,11,181.39,30.06,Flat,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,24.644930598600002,37.1324183191
1700,41.874598999999996,-87.637878,41,197.43,4,177.64,19.79,Flat,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,66.0885905198,206.20249368900002
1700,41.874598999999996,-87.637878,41,194.21,3,177.59,16.62,Flat,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,522.9557892930001,2967.47525958
1700,41.874598999999996,-87.637878,41,197.39,14,177.76,19.63,Flat,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,50.9213010054,145.826704754
1700,41.874598999999996,-87.637878,42,211.49,21,181.5,29.99,Pitched,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,24.2947223906,35.9068199791
1700,41.874598999999996,-87.637878,999,198.87,32,177.77,21.1,Complex,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,22.9626877985,32.9440407004
1700,41.874598999999996,-87.637878,41,210.23,13,178.97,31.25,Flat,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,26.0329666188,40.0798037887
1700,41.874598999999996,-87.637878,42,198.95,29,177.62,21.33,Pitched,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,22.0664649484,30.045870729
1700,41.874598999999996,-87.637878,41,198.95,7,177.73,21.22,Flat,5717.096,17.49,0.07,30.98,178.16,104.52,71.73,0.41,21.7822579119,28.5252619764
1709,41.874664,-87.627625,41,239.37,4,180.57,58.8,Flat,5362.303000000001,39.88,0.0,65.92,180.99,115.98,51.51,0.99,389.607625381,3091.98790389
1709,41.874664,-87.627625,42,192.6,24,180.78,11.82,Pitched,5362.303000000001,39.88,0.0,65.92,180.99,115.98,51.51,0.99,73.1813481147,108.332159816
1709,41.874664,-87.627625,42,241.75,52,180.66,61.09,Pitched,5362.303000000001,39.88,0.0,65.92,180.99,115.98,51.51,0.99,60.6106684674,197.831778963
1709,41.874664,-87.627625,999,192.75,17,180.82,11.93,Complex,5362.303000000001,39.88,0.0,65.92,180.99,115.98,51.51,0.99,249.977387153,1553.32927779
1709,41.874664,-87.627625,41,239.31,1,181.0,58.31,Flat,5362.303000000001,39.88,0.0,65.92,180.99,115.98,51.51,0.99,81.4420604372,410.82168518699996
1755,41.875515,-87.626465,41,216.29,4,180.93,35.36,Flat,2167.47,26.26,4.94,38.39,181.01,50.07,43.29,0.17,45.877603364399995,100.21655140899999
1755,41.875515,-87.626465,42,198.95,26,181.0,17.95,Pitched,2167.47,26.26,4.94,38.39,181.01,50.07,43.29,0.17,71.9541188291,265.281711067
1755,41.875515,-87.626465,41,202.51,14,180.9,21.61,Flat,2167.47,26.26,4.94,38.39,181.01,50.07,43.29,0.17,88.8050933054,386.25062416300005
1755,41.875515,-87.626465,41,209.17,1,180.8,28.37,Flat,2167.47,26.26,4.94,38.39,181.01,50.07,43.29,0.17,232.594229998,1415.72117274
1779,41.874676,-87.625336,41,200.63,2,181.03,19.6,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,132.29658610200002,529.860948895
1779,41.874676,-87.625336,41,221.27,32,181.52,39.75,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,19.9737886241,24.703512077600003
1779,41.874676,-87.625336,999,197.19,16,181.24,15.95,Complex,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,75.7330345338,316.890732269
1779,41.874676,-87.625336,41,239.14,7,181.61,57.53,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,32.2722430859,64.92080646609999
1779,41.874676,-87.625336,41,193.86,3,181.0,12.86,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,132.30918664200001,974.990659189
1779,41.874676,-87.625336,42,238.64,42,181.52,57.12,Pitched,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,24.074906472,34.3211214766
1779,41.874676,-87.625336,42,231.26,29,181.37,49.89,Pitched,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,21.9738973229,28.962302039
1779,41.874676,-87.625336,41,189.41,3,181.38,8.03,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,61.955074422299994,202.328060302
1779,41.874676,-87.625336,41,226.88,4,181.0,45.88,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,279.064535797,1573.34202068
1779,41.874676,-87.625336,41,239.97,4,181.5,58.47,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,34.0112508577,71.5698247795
1779,41.874676,-87.625336,42,184.19,37,181.05,3.14,Pitched,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,80.0554546759,128.169501837
1779,41.874676,-87.625336,41,189.41,12,181.14,8.27,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,89.6886971267,235.322722899
1779,41.874676,-87.625336,41,185.4,3,181.05,4.35,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,47.8282119871,115.389570509
1779,41.874676,-87.625336,999,200.14,26,181.42,18.72,Complex,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,44.0013169189,82.4634962752
1779,41.874676,-87.625336,41,194.82,4,181.34,13.48,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,114.33662863299999,619.263747275
1779,41.874676,-87.625336,41,197.62,10,181.31,16.31,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,59.967665965100004,198.33809465099998
1779,41.874676,-87.625336,42,239.95,45,181.44,58.51,Pitched,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,22.5396995791,30.643349036999997
1779,41.874676,-87.625336,42,185.96,39,180.79,5.17,Pitched,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,23.0944021822,30.201446933200003
1779,41.874676,-87.625336,41,203.0,3,181.42,21.58,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,34.242851615300005,70.1559743289
1779,41.874676,-87.625336,41,239.4,2,181.31,58.09,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,26.0801154479,40.9623410359
1779,41.874676,-87.625336,42,233.98,23,181.3,52.68,Pitched,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,21.501295250100004,28.865544839499996
1779,41.874676,-87.625336,41,224.08,3,181.39,42.69,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,61.022988359799996,200.87335853099998
1779,41.874676,-87.625336,42,240.05,41,181.54,58.51,Pitched,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,25.420612715100003,39.577019492199994
1779,41.874676,-87.625336,41,188.05,13,181.16,6.89,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,162.449819522,1365.2976974
1779,41.874676,-87.625336,999,198.25,26,181.39,16.86,Complex,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,90.40400021049999,232.33541883700002
1779,41.874676,-87.625336,41,221.11,3,181.26,39.85,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,81.9859809341,372.399419514
1779,41.874676,-87.625336,41,239.76,13,181.35,58.41,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,23.7273050344,32.4498297687
1779,41.874676,-87.625336,41,235.65,7,181.13,54.52,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,370.995343525,1248.61818522
1779,41.874676,-87.625336,41,239.77,2,181.35,58.42,Flat,9014.854,28.02,-0.01,60.26,181.36,121.65,116.28,0.17,47.4175099376,121.637067889
2248,41.875492,-87.62988299999999,41,186.52,5,180.81,5.71,Flat,222.653,5.51,0.68,8.03,180.96,17.98,17.6,0.9,71.175882644,222.65257908900003
2251,41.875515,-87.626465,41,211.41,3,180.89,30.52,Flat,1258.268,30.13,0.1,34.32,181.18,51.95,24.22,0.46,152.338406127,1258.26803397
2726,41.875481,-87.633301,41,189.99,1,180.5,9.49,Flat,1839.664,9.2,0.0,24.38,180.89,59.77,30.78,0.37,97.8536100648,558.543089138
2726,41.875481,-87.633301,41,187.55,9,180.83,6.72,Flat,1839.664,9.2,0.0,24.38,180.89,59.77,30.78,0.37,129.31325601700001,1023.82877418
2726,41.875481,-87.633301,41,203.69,8,180.67,23.02,Flat,1839.664,9.2,0.0,24.38,180.89,59.77,30.78,0.37,81.2892696225,257.29245041900003
2861,41.876305,-87.636749,42,202.37,23,180.81,21.56,Pitched,2001.1870000000001,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,35.366999998699995,76.0932838333
2861,41.876305,-87.636749,42,202.33,20,180.4,21.93,Pitched,2001.1870000000001,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,34.6446000002,72.3783057213
2861,41.876305,-87.636749,42,201.9,25,180.78,21.12,Pitched,2001.1870000000001,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,35.7271999996,77.94563034810001
2861,41.876305,-87.636749,42,202.13,23,180.72,21.4,Pitched,2001.1870000000001,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,36.0881999992,79.80209089590001
2861,41.876305,-87.636749,42,202.15,21,180.87,21.29,Pitched,2001.1870000000001,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,36.0881999973,79.3135495894
2861,41.876305,-87.636749,42,202.03,19,180.84,21.19,Pitched,2001.1870000000001,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,36.4491999969,81.2025903869
2861,41.876305,-87.636749,42,202.02,20,180.81,21.21,Pitched,2001.1870000000001,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,36.809999996799995,83.0905846262
2861,41.876305,-87.636749,42,202.01,29,180.87,21.14,Pitched,2001.1870000000001,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,35.7273999974,77.42555535
2861,41.876305,-87.636749,42,194.25,37,180.02,14.23,Pitched,2001.1870000000001,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,553.83924787,1224.19354815
2861,41.876305,-87.636749,41,202.19,13,180.6,21.59,Flat,2001.1870000000001,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,35.3663999997,76.0901983086
2861,41.876305,-87.636749,42,202.21,24,180.84,21.37,Pitched,2001.1870000000001,16.94,0.84,24.22,180.83,75.36,29.46,-0.08,35.0061999988,73.6516599976
2868,41.876369,-87.62649499999999,41,186.9,14,181.23,5.67,Flat,917.623,6.75,-0.01,13.84,181.56,47.51,25.08,1.1,54.1288746045,164.60971518600002
2868,41.876369,-87.62649499999999,41,188.93,4,181.21,7.72,Flat,917.623,6.75,-0.01,13.84,181.56,47.51,25.08,1.1,126.715951789,753.0130558339999
3225,41.874598999999996,-87.637878,41,219.21,1,178.2,41.01,Flat,24254.023999999998,55.49,0.0,71.76,183.52,237.2,103.03,0.54,237.386060865,831.145177035
3225,41.874598999999996,-87.637878,41,221.62,4,179.01,42.61,Flat,24254.023999999998,55.49,0.0,71.76,183.52,237.2,103.03,0.54,182.17883616900002,1011.15536852
3225,41.874598999999996,-87.637878,41,220.29,4,184.32,35.96,Flat,24254.023999999998,55.49,0.0,71.76,183.52,237.2,103.03,0.54,34.4349516039,72.185660868
3225,41.874598999999996,-87.637878,41,215.9,2,183.68,32.22,Flat,24254.023999999998,55.49,0.0,71.76,183.52,237.2,103.03,0.54,127.91883733899999,562.8349008619999
3225,41.874598999999996,-87.637878,41,250.98,2,181.0,69.98,Flat,24254.023999999998,55.49,0.0,71.76,183.52,237.2,103.03,0.54,122.598190712,873.9818810910001
3225,41.874598999999996,-87.637878,41,220.25,13,178.2,42.05,Flat,24254.023999999998,55.49,0.0,71.76,183.52,237.2,103.03,0.54,51.4935236202,121.615111052
3225,41.874598999999996,-87.637878,41,215.87,1,178.53,37.34,Flat,24254.023999999998,55.49,0.0,71.76,183.52,237.2,103.03,0.54,107.652377035,650.729011176
3225,41.874598999999996,-87.637878,41,251.02,10,184.25,66.77,Flat,24254.023999999998,55.49,0.0,71.76,183.52,237.2,103.03,0.54,133.381088971,995.615798299
3283,41.876328,-87.63333100000001,41,188.81,2,180.13,8.68,Flat,409.296,8.17,4.59,8.63,180.52,28.84,14.19,0.37,86.06626826690001,409.295670039
3296,41.875492,-87.62988299999999,41,268.23,7,180.83,87.4,Flat,4512.749,24.53,-0.02,87.69,181.09,106.89,63.27,0.91,30.2048657471,54.482361311999995
3296,41.875492,-87.62988299999999,42,199.47,47,180.82,18.65,Pitched,4512.749,24.53,-0.02,87.69,181.09,106.89,63.27,0.91,39.8057189934,50.9207391746
3296,41.875492,-87.62988299999999,42,204.01,32,180.89,23.12,Pitched,4512.749,24.53,-0.02,87.69,181.09,106.89,63.27,0.91,41.949585522,97.93547080719999
3296,41.875492,-87.62988299999999,41,262.5,2,180.78,81.72,Flat,4512.749,24.53,-0.02,87.69,181.09,106.89,63.27,0.91,108.060766826,421.724345294
3296,41.875492,-87.62988299999999,41,199.73,2,180.7,19.03,Flat,4512.749,24.53,-0.02,87.69,181.09,106.89,63.27,0.91,263.900570615,3887.68598483
3346,41.87632,-87.63446,41,329.28,4,180.9,148.38,Flat,2046.744,141.68,0.0,149.42,180.99,66.02,31.91,1.15,131.17381586,444.685469585
3346,41.87632,-87.63446,41,324.98,5,180.8,144.18,Flat,2046.744,141.68,0.0,149.42,180.99,66.02,31.91,1.15,288.672899194,1602.05876334
3353,41.87632,-87.63446,42,226.26,20,180.78,45.49,Pitched,1132.2160000000001,28.73,0.0,51.37,181.0,38.83,29.16,0.37,21.4506400575,28.4437249773
3353,41.87632,-87.63446,41,205.89,8,180.95,24.94,Flat,1132.2160000000001,28.73,0.0,51.37,181.0,38.83,29.16,0.37,83.2349078521,267.490688454
3353,41.87632,-87.63446,999,205.43,20,180.89,24.54,Complex,1132.2160000000001,28.73,0.0,51.37,181.0,38.83,29.16,0.37,32.2805630623,52.541781867
3353,41.87632,-87.63446,42,223.92,22,180.75,43.17,Pitched,1132.2160000000001,28.73,0.0,51.37,181.0,38.83,29.16,0.37,22.6276658734,31.7022479904
3353,41.87632,-87.63446,41,186.17,9,180.9,5.27,Flat,1132.2160000000001,28.73,0.0,51.37,181.0,38.83,29.16,0.37,72.1751818711,202.068229995
3353,41.87632,-87.63446,42,214.78,26,181.0,33.78,Pitched,1132.2160000000001,28.73,0.0,51.37,181.0,38.83,29.16,0.37,17.7041619049,18.7081711949
3353,41.87632,-87.63446,42,227.54,38,181.04,46.5,Pitched,1132.2160000000001,28.73,0.0,51.37,181.0,38.83,29.16,0.37,24.421100822,36.483053643299996
3353,41.87632,-87.63446,41,220.8,4,180.63,40.17,Flat,1132.2160000000001,28.73,0.0,51.37,181.0,38.83,29.16,0.37,132.69592626600001,494.77783116300003
3363,41.876328,-87.63333100000001,41,226.92,8,180.64,46.28,Flat,1355.945,17.47,0.0,47.27,180.87,45.86,30.16,0.37,54.5262201188,168.06191491799999
3363,41.876328,-87.63333100000001,999,223.66,17,180.56,43.1,Complex,1355.945,17.47,0.0,47.27,180.87,45.86,30.16,0.37,65.1800384104,247.013699185
3363,41.876328,-87.63333100000001,42,223.62,25,180.7,42.92,Pitched,1355.945,17.47,0.0,47.27,180.87,45.86,30.16,0.37,42.193567087,77.7104807498
3363,41.876328,-87.63333100000001,41,185.1,14,180.81,4.29,Flat,1355.945,17.47,0.0,47.27,180.87,45.86,30.16,0.37,174.127976307,675.898704472
3363,41.876328,-87.63333100000001,41,187.68,10,180.89,6.79,Flat,1355.945,17.47,0.0,47.27,180.87,45.86,30.16,0.37,54.780923219499996,187.26050832299998
3372,41.875484,-87.632172,42,218.74,19,180.7,38.04,Pitched,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,27.0777621577,44.977736215200004
3372,41.875484,-87.632172,42,220.77,33,180.55,40.22,Pitched,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,30.4717324621,53.7495312561
3372,41.875484,-87.632172,42,200.42,37,180.86,19.56,Pitched,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,28.0882136404,48.862965868900005
3372,41.875484,-87.632172,999,218.48,25,180.87,37.61,Complex,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,54.6046488692,182.685460632
3372,41.875484,-87.632172,41,213.42,14,180.01,33.41,Flat,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,220.387095057,1615.51304035
3372,41.875484,-87.632172,42,200.29,23,180.32,19.96,Pitched,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,59.034469380299996,167.85355856299998
3372,41.875484,-87.632172,42,245.89,45,180.87,65.02,Pitched,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,35.652294448,77.9230428387
3372,41.875484,-87.632172,41,215.37,12,180.9,34.47,Flat,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,33.1806710304,52.2676544884
3372,41.875484,-87.632172,999,245.94,17,180.86,65.08,Complex,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,48.9189611379,102.923288586
3372,41.875484,-87.632172,42,196.03,19,180.88,15.15,Pitched,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,64.7620580098,189.876013005
3372,41.875484,-87.632172,41,223.26,7,180.76,42.5,Flat,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,47.804506865200004,124.672970403
3372,41.875484,-87.632172,41,239.87,3,180.87,59.0,Flat,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,128.60107217700002,736.6667118810001
3372,41.875484,-87.632172,42,218.57,24,180.88,37.69,Pitched,3446.105,39.43,0.0,68.57,180.83,110.65,31.14,0.57,27.8983041356,48.1327548951
3375,41.876339,-87.63104200000001,41,200.92,3,180.86,20.06,Flat,2516.357,11.93,0.0,21.14,181.02,82.57,31.15,0.5,77.5822845037,237.981964308
3375,41.876339,-87.63104200000001,41,195.96,11,180.94,15.03,Flat,2516.357,11.93,0.0,21.14,181.02,82.57,31.15,0.5,77.1449688731,319.629420676
3375,41.876339,-87.63104200000001,41,186.79,12,180.82,5.97,Flat,2516.357,11.93,0.0,21.14,181.02,82.57,31.15,0.5,92.1995475761,465.65712532199996
3375,41.876339,-87.63104200000001,41,198.52,3,180.91,17.61,Flat,2516.357,11.93,0.0,21.14,181.02,82.57,31.15,0.5,84.0714339706,339.05412651299997
3375,41.876339,-87.63104200000001,41,192.29,4,181.0,11.29,Flat,2516.357,11.93,0.0,21.14,181.02,82.57,31.15,0.5,136.394647273,885.031672308
3375,41.876339,-87.63104200000001,41,187.11,15,180.83,6.28,Flat,2516.357,11.93,0.0,21.14,181.02,82.57,31.15,0.5,66.4743583443,269.002873179
3416,41.875496000000005,-87.628754,42,218.37,47,180.87,37.5,Pitched,2268.356,54.5,0.0,70.51,180.86,107.22,21.16,0.91,51.586993736800004,98.1114720656
3416,41.875496000000005,-87.628754,42,217.69,21,180.88,36.81,Pitched,2268.356,54.5,0.0,70.51,180.86,107.22,21.16,0.91,55.5036908304,139.542222045
3416,41.875496000000005,-87.628754,41,223.35,3,180.86,42.49,Flat,2268.356,54.5,0.0,70.51,180.86,107.22,21.16,0.91,87.5265268073,304.110413852
3416,41.875496000000005,-87.628754,41,246.08,8,180.63,65.45,Flat,2268.356,54.5,0.0,70.51,180.86,107.22,21.16,0.91,189.737699049,806.9388408
3416,41.875496000000005,-87.628754,42,227.44,35,180.89,46.55,Pitched,2268.356,54.5,0.0,70.51,180.86,107.22,21.16,0.91,25.470508980300004,40.544026453
3416,41.875496000000005,-87.628754,41,250.68,4,180.66,70.02,Flat,2268.356,54.5,0.0,70.51,180.86,107.22,21.16,0.91,56.6979403921,152.779150935
3416,41.875496000000005,-87.628754,999,239.26,17,180.57,58.69,Complex,2268.356,54.5,0.0,70.51,180.86,107.22,21.16,0.91,165.14569845399998,579.878968517
3416,41.875496000000005,-87.628754,42,242.05,28,180.64,61.41,Pitched,2268.356,54.5,0.0,70.51,180.86,107.22,21.16,0.91,54.169420812,146.451291075
3421,41.875496000000005,-87.628754,41,227.42,12,180.59,46.83,Flat,7168.88,47.61,-0.01,58.13,180.92,111.11,64.52,0.91,130.322012116,914.73471628
